ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
Q13158	268646	260126	0	555502	6787940	476030	4115920	507287	9051640	373274	229855	5410575	1548830	279013	441068	1449550	4327740	1523310	2131743	0	426823	2364350	1996874	0	0	480312	0	0	3933707	4661940	606642	3845074	3466921	7939928	0	0	14233700	6204511	11216300	8495880	5536576	2062602	663047	712374	9019255	7421431	6008357	11752219	4566800	372701	6426140	0	0	0	0	795485	3231210	877480	0	355040	974549	466551	517246	5884013	6347654	1833964	14093254	1885755	1662950	0	5853103	4587200	7608507	6901415	0	5181340	2167652	10910616	3368590	715264	580225	6716568	8567233	564571	559987	641358	406638	2128799	5088989	2723170	3154350	8143923
Q13162	48964467	13286316	16497477	15873329.1	20183096.7	30866004	16756739.2	16332117.5	19850571	16102373.4	6500665	16328962.8	9807854	22700437	2420904.5	2363414	19362767	22304631	16131434	33582427	24018380	16797803	21307225	29013649	8304616	10741960	47513410	14374010	24661269	12251867.2	27098665	25770577	15128803	18398807.3	8392206.9	3195490	17357040	10338630	33863890	24789150.7	12058730	13000789	15408572	13273530.9	24991891.2	14354915.8	12644839.6	32109834	12135605	11106607	17958879	17133666	20989381	0	11092760	29350942	30171030	8469765	19069288	24105773	13332111.2	12306609.8	31723274	38208438	20624566	16297807	24854564.7	19740578.4	15039036	5945577	18299135.1	15955976.3	12158540	26361842	22314492	19053177.2	22100548.5	28060889	23484549	17289461	11020193	29833680.5	17213108	21339674	22111091.1	23098131	19517887	11563421.5	26803068	11920376.6	10294796	21952750.9
Q13177	5417243	3531248	3465094	5770387	6163386	5712703.6	6002618	5010526	7353621	2665622	1801906	3512398.9	2275322	3570296	1026624	940204	3764334.6	3723504	3027017.9	5766158	3139182.4	2392766	3794629	6114290	1518585	5183602	10040019	4809769.1	9179671	4188370.8	6213288	8021663	4307412.8	1343370	4189957	1003477	6596570	2147960	4146010	5136093	4194941	4516080	6622122	3640591.7	4907939.7	5440167	2636992	4968414	3106787	4154434.3	4490083	5629213	2538406	10126136	4229119	8039129	8350460.3	1441155	4535900.6	4234920	4436493	3236975.4	5149917	9222703	3265536.3	4330201.5	7970623.6	5952915.8	2771684	1223903	2899632	4035064	3627605	6925529	8924892	9284669	6413540	8268508	4304115.9	6522483.3	7365144	6700567.5	3894718.3	5274992.8	7429469	7840870	6660703.2	4161971.8	4645293	2320798.2	2252544	5511626
Q13185	6545936	2467712	4022539	6930774	6238609	5416227	4768508	5151035	7195942	4711511.8	2008838	4104160	2638151	4453925	1921456	2104284.2	4749061	4726413	3719975	9040458	4630847	2738459	2652963	6188270	355880	5833646.3	5973050	4010184	7194522	4588201	5904505	7571162	4559770	2395413	6813197	1636363.9	5168159	2961539	6300417	5994618	4298867	5618913	4132790	3921435	4647190	6431878	4095355	4362050	5353245	4610261	4510764	4238653	2451195	3369746	3992318	5571565	6369949	2350983	3265208	5391676	3356341	5074041	6444023	7611110	1868906	5474666	9470657	6231916	1739335	1802674	3220011	4627848	4353923	6104682	10628099	7054178	5486777	7163375	3220591	3503688	8328626	4651781	4234270	4417203	6960495	5957926	4650381	3506741	5602992	3914180	3110479	6106729
Q13190	413387	0	0	339674	106738	0	0	302770	826257	0	0	48194.1	0	0	0	0	0	1228530	36742.7	1486329.7	1015107	46082.2	0	1557294	0	0	466541	0	1215162	0	0	1375064	1483116.8	30194.3	0	0	114977	0	1041530	297231	0	948005	847352	0	377229	314705	0	0	83948.7	0	0	0	481693	333642	0	688859	145442	0	0	102625	0	0	456390	404474	472524.5	815511.6	0	366877	299273	0	209916	309205	0	928723.5	339432	173657	889726	228051	438455	1485122	263278	1426098	0	107925	151502	0	842948	122829	302272	0	0	668204
Q13200	10492996	8846839	9043089	5971550	18785530	12005165	15859806	13559402	27321390	12261769	3991975	12094345	11802455	14112057	4720515.1	4621085	13572664	11823944	8092794	21618959	17431942	11808365	15621162	22831530	6905690	11085142	3958299	8206480.8	17751860	13830613	25881708	20811723	20045050	12130123	13941146	1785862	20308300	10305703	23237858	15544089	14628974	15341043	31555960	18441410	24757562	25243441	12451903	26287986	9755802	13481155	15957091	5218268.1	7732003	3699959	12967850	35723511	22037460	6947873	16834690	23738884	13122477	14769347	31417329	24640120	14288004	12854756	20035750	16574784	17746419	3858468	13291698	9190303	13185473	18378914	29896784	19931811	25459457	25572353	11114403	20274362	21345325	23620625	16443557	11516114	23926319	17813670	19515102	10349006	17311311	7738342	12665829	19108412
Q13201	0	6993676	1047982	775223.5	4141330	2639428	8577284	1222391	6318850	4961275	479724.3	1379148	1829931	3525280	804059	1641143	1172768	2803112	6087487	1520567	3200645.3	13466521	3621204	15272040	0	3106822	739276	121328	1179146	4867318	8195204	6955261	3047153	6384304	2025981	0	6731271	1582130	6028225	11524154	12448569	3839694.7	13885880	10343632	11676821	5520644	4082432	13299189	381251	1632198	5765453	2621373	7708190.5	1213780	7887376	5982865	3217463	0	7578708	4488984	6474280	1822417	13136272.4	4058239	10425474	5491517.4	132097	8843282	13745564	0	6669771	883321	2705441	5828130	5471591	5294191	5188180	1346215	1737114	8428471	256952	18705324	3151560	3307527	803128	1339154	13928200	1335260	7645880	336134	7682047	3050255
Q13217	205813	0	1710520	363157	4199220	2678407	4757800	2221613	110439	3805273.5	167246	1943300	0	2194330	0	0	0	2346854	3559350	1845645	4782110	2787140	2549543.1	8800691	0	2810969	1744660	0	2289488	2030780	4714235	3328720	3481314	2683366	0	0	5053130	3750740	63486.6	3658249	5914760	2786710	8702440	5382335	0	3379275	5650230	4017209	0	1886062.8	1899228	545296	1704260	615258	0	5795732	6133048	0	3422026	212289	361897	2157137.2	2573280	5447350	111344	4230830.7	118754	3926093	3138030	0	1844790	0	0	2013781	2478955	3301271	4054350.8	3599594	2133038	2363254	2103420	4578006	4012166.6	4816720	4920834	5173103	3471280	1637840	1294959	1235146.6	2129810	4493303
Q13228	30579930	24301974	33333822	46212395	48832721	79126348	63192299	65165095	71568190	36025128	14864363	35026637	56437531	30481338	15871170	7820368	28811884	82974220	64401105	64883952	59220789	80892670	82202478	107213970	0	39203073	71444422	16661031	23733143	38280520	57879973	72781550	86430937	87991339	28712658	8294096	55048076	35086403	54426142	95992500	37551919	28644165	154625250	59794690	77848289	40721982	35681874	117970680	16775352	34005313	52944484	47339006	49713849	0	3950240	74137038	68083568	42949028	84099108	62085812	64756000	45706548	90074650	110721270	66458510	53573364	62639140	63265320	95536570	8025571	43829597	16960970	33036772	46818148	65236190	18443089	25888652	74091850	22225979.5	105020750	42430069	149778010	39021818.8	68849420	30103676	79840862	86483830	16568644	46534646	26190715	61105558	39793136
Q13232	705884	912892	1204460	1636563	7750040	1124380	4642460	3682361	6735190	3699408	1055809	3412180	866692	1977136	1287580	647625	3083820	960332	3772750	6899969	5059830	2596553	3805807	5918350	4054430	633128	868002	3208374	2067153	2102377	3761720	3538050	3198600	4317610	3819270	257723	3978920	293940	4995910	5591290	2738170	1666327	3427471	4173370	4131230	4940280	5339709	7838420	1648576	2135690	2962203	336129	4396365	0	1915780	7100230	5007840	2087720	2677220	5052310	2080150	4619020	9469590	7019890	4834711	4686112	7620910	3469610	4848642	1194760	2495740	4129220	5837050	6914480	10445870	5752390	4363310	5420660	2886514	3356760	4544282	7300140	698963	6342200	4600190	2574080	2347138	2036240	7340390	1072120	2702704	1478290
Q13242	5666330	5346236.7	5974246	7217569	16395970	7859967	14034018	12234622	18304170	7638128	3263367	11614049	4434560	7108444.4	2476635.8	3244472.9	10134852	8832875	5284473	20243450	8529146	7164505	10998146	24274960	4925994	11724125	9869500	12136338	18156308	10587038	17358018	15907641.9	11607453	7029120	11607117	1761853	12397347	6325455	18047236	16093654.9	23069548	13240104.3	22147236	13160148.2	16255322	15836184	12518300	12177191	12708583	12394554.4	9952769	3104918	10689218	2950303	6687040	18153367	18732232	5310618	9256805	15577974	9524324	8686669	20265121	20693260	7879167	8254555	16861194.2	13408717	6695262	2421229	8005874	11455458	10466938	18155048	24583991	18239458.5	21587096.4	20187613	9638600	14609805	20242821.9	15902422	11184805.8	11594151	18410341.9	12154988	11617603	7106974	13703619	6178626.8	8719544	11867148
Q13243	1118832	4053300	5259866	1083620	12857994	856027	6461422	4840356	4726250	4049639	1259442.8	3849363	3932038	3942525	1089065	737876	8325619	3228066	4642805	18330928	6350200	4987640	4502864	3118810	750955	2482830	1783455	13063134	12231020	6147948	10838966	7488988	6000756	6055862	7356483	2536340	6732500	3590023	7341862	6668960	16997394	7130608	5195209	5463336	3482268	7215420	6872921	4686189	10623578	9090622	5455380	303489	3375535	463041	2853881	12527080	10748916	4092285	4941496	9646077	3565236	5239435	11512130	3985710	3929880	4799567	12531648.6	7999872	9320481	157289	6084457	11120161	11018912	12902540	17549600	2791560	11887470	13247400	6058974	6712390	15264618	6961145	7364376	8283960	11381329	6126317	2587271	2782142	7657211	4267994	2235608	5388311
Q13247	4636501	6677477	8595459	7001894	20301880	8617710	12242910	14570329	33278970	17436244	2384801.4	10387811	17407483.5	18472262	6195888	2363583.3	11344579	8960097.6	8493315	21104170	20887816	7406610	10812000	21102125	7828135	7586355	8542770	19536350	22139710	11043132	21476568	19618521	13587356	7282707	8923370	2911968	20639593	10647649	16197672	19754253	18127656	18505593	22635968	25724173	15573194	14587778	14276860	18946590	14325177	13423814	13824198	4686560	6685510	7406310	15851540	31210190	22573460	3402895	8562254	17235530	10972413	14203025	18762609	22404847	9719391	7736337	28325275	17390056	11226777	5231591	10112790	15708051	21308730	19817594	26930062	21205758	19001317	17183959	4903934	25415244	24269551	18688068	10607580	11281583	24152889	19772866	12383097	7389328	11180519	7684597	6430417	19606750
Q13263	41350390	29144480	40543260	45600054	53093960	27367350	33484270	43186420	64906640	26701750	14041256	41791540	21374313	31175250	16598543	13893985	26276526	38231590	39436860	74272300	46890240	22615101	49515540	72617394	6224300	39905210	50543790	41078890	70222320	33193990	65671280	73535180	63118680	20139115	44555440	7783765.5	57491930	32014040	56835714	73809340	54329710	44643820	79844817	28169600	63100174	73874250	32156890	61201680	37419060	46429380	42875880	19053622	30639120	24679137	17488140	80438240	66527990	44185970	43204250	50985920	38755950	52124520	74320450	55776146	45768789	42967240	72531090	62870795	30964460	9587908	30271545	37417490	46409410	44113600	94209050	73428830	52511120	56539630	42424850	64158880	64468350	65982790	34889080	50989870	51104469	54951944	64633280	34924935	57854430	33370080	37922630	44053294
Q13283	8839814	2982165	6083228	7325980	7757386	8464791	4921699	8675990	11983530	4409538	2104111	12771425	8491465	5802310	3850718	4085686	5965801	11012456	20891356	8814251	11144396	3538920	13105385	12681480	0	8011503	7170397	3056759	15499860	5731286	13696800	13949200	10536680	10301343	5134140	292069	10363740	5189189	10530119	11714779	7813813	11471733	18743120	9121254	7917460	10296369	6203600	5759532	5507230	3820430	5850528	4308742	5283515	0	3338500	17234060	13937410	2703957	13007921	13693990	6898506	10269030	9674570	12978240	9456636	11499442	14683210	24642175	8271912	400259	6250072	4815326	5142205	7401290	13034440	14797251	15943470	12413964	7995517	11352200	9567163	11696706	9996479	9864140	12496960	10686470	12405028	8072494	7746682	3687521	5871021	8525807
Q13287	0	305682	544022	0	1414610	0	686058	0	783377	278811	0	0	0	240177	0	203160	461966	383465	0	1105900	424482	277568	387006	0	0	0	0	1556740	714314	0	685950	861186	480761	0	830689	357334	358587	0	0	747797	1533890	1003850	117847	560033	0	459450	0	262066	1179820	970268	0	0	0	0	0	902543	975826	0	492383	617724	0	365427	861765	602054	350526	766756	722240	0	534431	0	0	774693	984385	0	2520610	0	630996	390568	649381	559193	0	1049960	491880	664413	883011	0	403674	0	244023	341839	0	472590
Q13291	0	0	0	54122.4	1412540	0	902361	0	0	1372380	0	0	0	2521170	0	0	484942	4160610	0	0	2148200	0	0	1961650	0	1188500	0	553286	732333	0	0	2530030	0	0	1456150	0	0	0	0	390768	0	1346530	0	856814	0	0	0	0	0	857801	1543600	0	760638	0	0	5016670	0	0	1001310	3074630	0	0	2583760	4495970	0	0	900192	0	0	0	0	0	793234	1574290	702334	1657460	1727790	911495	697523	0	0	1178390	0	0	736145	0	0	517955	0	1610130	794601	1274280
Q13303	7965446	2478220	6295714	5871856.6	11157827.3	8934941	17201687	7230155	22552180	9267338	1589823.4	11665558	7671371	9624176.1	6105535.2	3037061	7813281.3	12890537	11310415	19410615	16807019.5	10093849	14245081	20095712	6084390	16551362.6	2567649	6396175	10513071	5548961.4	20622796	12242921	12666253	9112070	11658543	3802900	10947002	6989772.6	14890988	17983125	8281314	12543390	22455798	13186425	14072888.9	16266709	7925436.8	24097640	12435116	15111542	16569616	5155479	6150662	5124840	4571640	25159537	13621439	5538844	15279599	17501393	10819599	11586518	25925797	22402119	10776915.7	8590742	17847195	18126458	20620376	5942159	13570170	12512887.3	11663177	18888976	28852027	16558445	13931147	16785232	7259097	18337083	11562014	19341171	13499020	12221996	14118996	2441000	11546778	10508877	13066782	6012632	5708239	9022643
Q13310	6369310	2076804	531397	5135603	5234110	1728366	2788730	993423	6868741	2585636	659389.1	2606395	1163738	5039566	702499	264072	3577824	4127515	2314279	3586251	2301912	3581535	4222084	8586085	2374930	1554002	5854660	2589940	3382315	2212920	6991423	4588338	3459800	1315784	2879262	390704	6369221	4427195	7181176	6537230	5066647	2803183	1824365	5843471	3152978	3020793	4323209	1400280	1671936	3978280	1331265	2903037	3999176	817156	859649	5568258	4801276	222507	7090094	3340290	4098467	3524181	6038301	6701436	4219611	3842272	3815300	2499492	1411037	724363	3806759	4599099	2041346	6304096	4215300	2935714	651903	6595908	1389860	6292316	958410	4905003	1935778	1499392	6172546	953728	3839907	2196645	2574722	2078822	3919445	4936080
Q13315	3426026	1943117	2833343	2395295	6186851	3267801	4307826	4547475	7053582	4668248	962732.4	3799523	747083	2267065	657288	570869	3166850	927543	2196310	6772675	3446321	664058.3	2382342	7332411	0	5160941	1827636	4080619	7218989	5750815	8805472	4630844	4667592	1889729	3952784	0	2559287	2345555	7748929	5790519	8086296.9	8276765	9094058	2339857	2357921	6580998	2846759	4458460	4854950	4857141	5292406	404524	2154896	396454	1195770	8024336	7623523	1936751	3542302	7721499	3333255	3298747	8060876	9805612	3520343	4251020	6949397	7559856	2024719	370938.8	3791616	1672847	4906293	5524549	13737502	4295551	6859682	9018386	978544	5867319	7551727	7939996	5883897	6028512.9	778328	3866625	3350824	3332490	3928093	1807454.8	1398754	6150993
Q13325	97010.8	0	0	0	29165.6	71704.4	53034.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41333.6	0	0	0	0	55180.9	0	33713.6	0	0	66235.7	0	0	0	0	0	0	48042.1	49007.3	0	82110	0	0	0	0	0	0	0	0	76209.3	94498.9	0	0	0	91283.4	141909	0	111826	0	0	0	0	0	0	0	82659	197915	132261	0	0	0	0	44496.6	89450.7	0	0	68738.8	0	0	48991.2	101387	0	65058.8	0	0	0	0	0	0	0	0
Q13330	0	0	0	103584	100580	0	0	0	0	71733	0	0	78787.2	111356	0	0	134555	107034	25176.1	156885	119263	0	0	101246	0	59455	0	75538.2	169770	0	64314	180263	42853.2	65204.8	142459	0	43999.1	0	166420	146691	135319	38637.7	149045	0	117983	131839	0	74972.1	0	57159.8	0	0	0	0	0	0	164078	0	0	65584.8	73374.6	0	0	107425	0	90031	164166	91597.8	67255.2	0	0	0	91975.9	87241.1	268796	119912	121570	147059	125160	0	130940	112467	0	56272.8	0	120301	125915	46071.8	0	0	37843.3	104090
Q13342	0	0	0	158576	0	0	0	0	0	27766	0	152459.8	0	38249.9	0	93768.4	165156	290696	0	167595	199033	73443	225768.7	80668.2	0	0	114556	0	1177063	129408	1393414	1276340	0	0	903365.1	0	0	0	154267	92561.5	1658228	129246.8	482298	1934982.8	0	140850	36540.7	103623	1156268	125832	71286.9	209717.1	0	2074287	0	1714937	108474	0	67020.2	468404.6	279207.4	31223.3	133800	0	0	149325	246661.3	462791.2	0	0	0	116930	385477	0	1531305	475776	357897	0	0	85011.9	1721470	0	0	0	512374.8	0	396284	30607.2	164442	0	0	555686
Q13347	18316659.9	9895373.4	11728914	18470799	21720356	11693773	14813768	14919447	27072366	16086733.4	4404160.9	16166536	10411438	14153798	5813702	5694795	13497398	19196647	13445528	31537057	17619181	14009518.5	19411759	27317746	7345085	14021940	24957752	14455853	28700516	14393518	22061561	28785771	20087925	9101273.6	18107919	4381345.9	25567809	11672601	25025691	24896286	13396599	17325574	30777650	13409353.6	17818545	19959512	12878298	23935344	12407500	11229700	15201505	11026472	11266466	7802820	10540653	30460623	27168075	9010802.6	17855593	21960959	17867781	16323315	26557802	26054778	14174807	16650196.8	22641376	21405516	14154304	6075012	14941179.3	12075975	13824814	18446056	34421968	24338199	23923288	25731811	11324642	26610033	28201935	27537617	13864827	20881367	24621462	22045559	21740326	11711444.2	16311897	7656474.6	12002951.1	19787367.3
Q13361	0	0	0	690036	0	0	1644210	922264	1483610	1296480	0	837133	1681080	1575400	0	0	0	1075010	3878410	0	2023580	2451510	2162310	0	0	0	608092	0	0	1445470	1583690	2553840	2571000	1674940	0	0	0	0	0	2182630	2657460	1948030	4244840	3710090	4103160	4312670	2573170	6208410	0	0	1023830	622420	0	0	0	0	0	0	1386450	2004860	369632	1538730	3066690	3448640	3451430	1030820	0	2536100	5000910	0	1968440	0	0	232842	680797	0	2502490	2005700	0	1460110	747174	3260950	1571760	0	1188220	820227	2276200	2065700	2270000	932527	2916070	2287290
Q13362	0	0	1375769	426935.3	0	1402970	2535048	470816	451390	1043630	300944	0	0	936468	636357	383676	0	1537910	1759395.1	1030901	0	1865050	2061919	3734470	0	2037070	716229	525902	1702909	102922	2208743	2521667	198486	0	0	0	2613441	278866	3189140	2364936	2854570	1496440	7306120	3068168	0	0	0	844109	0	832114	649156	0	1394009	0	0	6316290	461914	0	1999407	3150856	1209901	3028680	182830	6222870	0	1518415	7647730	1751530	4131287	295034	450993	312916	383006	268907	2414370	0	2877410	1026615	0	2222633	2281520	4780250	1783140	932678	2690611	1187700	518743.5	755527	1902080	0	0	531571
Q13363	9488050	9565737	7914936	9090992	23263815	5510892	19426191	15192249	26995425	20658210	4001008	23696155	10280844	17392918	8645860	5588600	15537617	13145736	15113916	22699600	16833148	14870463	18331932	20643551	8523938	11809311	7895869	12675770	20272525	14848147	19466255	21531634	16295494	18590885.9	16585379	5808331.4	20365490	10758520	11420609	16893683	24322504	20636516	29232898	22642200	21424138	21354461	13922398	23192050	11594842	11603954	16188440	2705836	9316033	2526020	15463560	32138972	22446173	12393986	23971455	22573697	19115386	19276208	28070384	16965995	16741883	15345332	27650010	27639397.3	22546455	7890363	12330135	17288706	17602356	19671434	32564240	23418109	12074793	21232263	11356701	21333557	19425705	25416379	20637295	20963079	20356936	16576080	13949451	9576508	18810873	12604420	16011039	17419640
Q13404	15055850	8140510	9204770	14306610	22582830	17875420	17520890	17850260	22770690	13113410	4315360	14317750	7109010	14233070	3655780	2931120	20319900	14982560	10962690	26503330	9700150	10505940	14381030	21457730	0	15633610	17436590	17784080	20356110	13161580	15845160	22963490	15500780	4223180	19016990	4164719	15388570	7175960	19749720	17805150	23269340	15402110	22726070	15529820	15779240	17249020	7108040	17174920	14763150	19630170	16143400	14785670	10233740	4991510	11997200	22744730	23008890	9382280	15045770	16021560	13508310	15148140	23925120	26340370	10157980	14212450	24358160	18032730	11743580	6551880	8678310	18299720	16122200	23096060	42771700	23864820	19667170	23224880	11334790	17230770	20515170	20220150	12254600	15647280	18649180	14421300	17691030	11108700	16639660	7801850	10307040	17276370
Q13405	816599.9	226118	496705.7	781005.3	710847	661242	219553.5	505453	709871	531605.9	206406	523245.5	64046.4	513320.6	238279.3	196333.7	1535074	365924.44	502791	1211676.2	777749.9	240844	629932.9	1209898	0	623510.2	1165578	655035	830392.8	522000.9	828220.9	665722.1	674471	0	1010481	183169	143970	46939.8	1023509	885685.4	134480	694692.5	1217945	482560	936560.5	1039432	631036.3	202526	500005	841092	642147.5	68371.8	358881.6	0	668340	948435.2	918323.1	294552.6	549499	837222.8	743995.2	567936	1529086.2	904885	485148.3	580738.4	908592	962106.5	491672.2	305731	475139	413069	944907.5	1267599	1878438	727839	1107466	589754	580714	791493	903452	1097852.8	579482.1	953664.3	826799	524660	640026	714232.3	885748	329267	248225	596978.6
Q13409	1994870	4294790	2553582.9	2919875.8	4080265	2605161.5	6596702	5907211	7185157	4517649.8	1130947.8	4104173.5	1787184.1	3391557.1	1141084.6	612245.7	6605271	4569770	4060153.5	8952286	4504810.9	3818334.2	3714442	2560914	5257325	2209519	3917081	4351781	7177607	4311885	9324558.7	6610857	3639805	4565773.2	6067161.2	1799109	6518289	3210808	7167601	8128886	2897568	4630806	8380428	2102002.7	2387413	6445450	6223955.9	8393577	6270395.3	6583091	3033574	1761755	2715871.1	3580584	3865247	8142648	6770736	3085499.2	2295098	6267863	3665266.5	4386118	7493218	7764835	2545885.6	1596979	7954450	7425851	4948330	2739125	5111423	8273289.6	6796173.4	8266776	11893354	6115458	9660312	9743339	4593684.6	6417691	5277126	8855194	4344585.4	6365021.3	6036114	4960039	3810369	2430263.3	5600003	2367449.5	1180555.6	6906136
Q13416	0	0	0	0	3538550	0	0	314636	2034500	2159330	0	1183870	0	0	1072550	0	0	0	0	0	3252130	0	0	0	0	0	0	0	0	2629060	2216140	0	0	0	0	0	0	0	0	1959860	0	2762300	5607850	0	0	2343610	0	4774910	2608880	0	0	0	2925030	0	1477830	0	0	0	0	3737440	0	0	2980340	5079240	1454250	831015	1144190	0	2030230	0	0	0	0	0	0	0	0	0	0	0	1245110	0	0	0	2824020	0	0	0	0	0	0	0
Q13418	7325475	8315390	13259385	15205723	14794148	19673743	12903638	27936087	20345940	17119957.4	5619396.2	12782717.7	17155024	15790762	3007669.63	2587399	9260473.1	21330939	15083379	16091815	22422889	26166245	24440518	27749547	2258330	12486970.3	12951163	5258441.9	16934294	11560362	25112402	27921211	19980035	18294665.1	6765559	1797989	19133505	8441162	20782972	22224863	16528838	15977500	37548900	27164742.2	29191924	15337548	7728871	22204987	5793117.7	9881019.2	57705274	19992546	31382266	1620069	4719124	30281999	20479170	6105192	25273472	32863402	22027406	19408224	35405150	23259539	24583282	15617640	27683575	23702172	28198023	2510954	14109800	10133415	13124009	14747975	14399950	15591976	20203693	33828878	16236150	32325924	14150885	32062177	16002573.8	23508815	17142925.3	21257802	20615185	6603470	14506669	5415012.8	17460987	16097744
Q13422	964356	930858	1373750	1507749	2215754	599463.3	1361625.1	2023819	4119199	1307368	442958.7	1910854	579456	2114227	261506.5	599480.4	1385988	1935521	273432	2125539	1713291.5	346722	871246.1	2255068	1022557	1340785	994887	2954406.3	4236124	1165941	1815170	2620828	1647504.3	449887	1637483	355352	2040192.9	1298888	2293899	2927514	2134463.5	2122385	2800877	1201064.7	1969598	2231039	1245091.3	1487667	2287791	2036563	1183157.3	427308.4	436861	2047034	1519360	3397229	3006924	421581	1208691	1310438	1579164.2	1955109.4	1934026	3071417	424735	750008.1	1782174	1648434	1039553	0	874887	956987	1850141.2	1894915	4598753	3782816	3535649	2409796	403918.8	1909782	3163116	1885668	1334899	1900023	1878645	2111056.7	2565709	1415012.7	1899957.4	320737	602204	1831984
Q13423	25211995.9	12158928	14479106	18012908.9	26757952	18358937	25900664	13206705.2	32058489.5	16988425	3772956.4	17869736	10354270	20095788	10667476.3	4443315	17110679	16876255	13017705	33923373	17811237	10770210	21463855.6	32398010	11026190	21375349	21218296	15191156	20870142	16877629	29309224.9	29164121	20090641	12172718	12316191	6008947	20539492	8548223	33274830	22156776	26464779	17100242	32654727.5	18289031	21167017	28404089	19540825	31997710	13879525	14829744	27536446	20691703	16737332	5546860	11962265	51592000	25911662.6	3276142	12824284	29315221	17537527	23495057	36762772	42227493.4	14471120	15836216	27088293	15569861	12344198	6260349	12432183	16344458	14870309	27919685.3	41438847	18337864	18736430	34285647	14707820	26072709.7	26166824	29881563.6	17037151	23359860.5	22024348	18865069	20796299.5	13211133	33106092	9981907	13321526	23029044
Q13425	755381	1637149	3041486	5419794	6631753	3981004	5233203	3394689	5038040	4476855	2041038	4532820	2884037	4504431	1336415	819784	1443647	4233992	5701163	4902796	5083709	9671760	7796600	8393290	0	1310623	3626263	376465	3976788	2460524	6511202	8494080	11077780	5019218	3054387	504097	3294752	775345	6050544	9111404	6177740	3133014	14173910	12732220	16432420	5746059	3445241	8709210	893000	4131850	3773266	3279052	10374040	1803995	659210	5497354	6387850	2925884	8620260	8809340	9052920	4104747	12700282	10581370	4632430	5678344	8910251	7637700	8905060	160197	4324112	2035809	4228063	3113682	6882513	2220318	6706749	10978589	2320841	11216810	3507427	17826215	473615	12285708	1868372	5128844	12608093	1830785	7822908	1495096	5364527	4627340
Q13426	0	0	0	1420190	0	0	0	0	0	0	0	0	0	0	0	0	1881430	0	0	3418250	2554870	0	0	0	0	0	0	0	0	1299570	2198220	0	0	0	0	0	0	0	0	0	2406040	0	0	0	0	1642790	0	4984000	1161370	3442910	0	0	0	0	0	2869930	0	1301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2170850	0	0	0	0	0	0	4141510	2859640	0	0	0	4177740	0	0	0	2407290	0	0	1069060
Q13427	1698170	0	955035	1691260	2425120	2353540	2530030	1957790	3956990	1634840	382965	722996	951458	1231384.2	237953	0	1229260	1322890	790156	2551080	1795760	1433220	1501610	3663340	0	1806180	1960380	1135920	2163290	517404	3114390	2792666	2316750	988935	1921040	70961.5	2747260	1039030	3383760	3142015	3071460	2070907.3	3694260	2799730	1950740	1972761	1885000	2861780	1097660	1235350	0	1616160	3139480	0	0	4507400	1860200	0	0	2450779.9	1529630	1468180	0	146806	1651920	1118310	2541288	1662680	1972330	0	0	0	1328030	1102230	0	2551891	2415230	2758490	890545	2352000	3742740	2744100	2328860	2223420	2385150	2574500	1189420	1553120	1875814	218125	1428340	2370270
