ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
A0A075B6H9	251369	150332	0	0	419840	0	349356	297185	548774	341627	193939	267786	662995	228398	142899	60270.4	96746.9	497844	235691	669912	522181	435677	565497	1993400	271774	0	0	0	2642200	294635	84392.5	928857	171949	680622	0	141667	174605	110043	636966	231642	604624	227852	843020	727918	650632	262296	1152680	2011690	182087	402828	229152	0	326465	250113	541282	348867	195442	808540	601743	406317	503889	265022	716117	303999	347156	365262	435768	231076	618189	88452.1	370746	896140	324943	592801	0	374675	344578	760038	403062	1097520	207785	1518600	305734	265441	411028	2751030	206874	169352	428216	362804	254213	215795
A0A0A0MS15	3010500	1419850	889339	116433	280318	705625	0	326820	0	0	105071	709887	773476	195983	0	191771	198627	834660	506663	190925	923454	1778250	1290460	2897410	0	1645420	778656	78807.6	1408730	955781	1085580	1621920	799698	1606900	221220	0	412975	199703	3326610	526837	894178	798922	1049630	1274870	0	886987	2637250	1788090	0	357172	823686	435669	463166	0	0	1276550	2005880	0	1144840	2722520	731784	952762	440122	1441900	1012310	225707	2973350	1341730	2649810	0	1260680	697284	517294	485190	259909	0	711330	1986690	1296700	840985	557542	2576900	1621590	879426	301477	639549	303061	443973	400374	572299	157948	871298
A0A0B4J1X5	3794920	1327440	1074720	1020000	1784470	2040550	1021820	2079530	3610260	7278670	223779	3056840	4097590	5306840	215009	37712.2	951370	5823220	5971640	2631460	6000290	5564430	7265390	6159100	0	3543920	2140600	1485220	4147250	1498440	2147400	4415590	2816370	4561950	766665	662911	1658860	1101140	6650520	1908930	2036320	4314830	3483770	2536390	2593740	0	3802790	4958140	888730	0	1210210	1615490	1910140	0	0	6692490	4067800	2727850	7055490	9583540	1200920	6660880	4265410	2925040	0	6509200	11179200	3498120	8130780	579739	1819640	1367160	1426410	1812720	1503690	2315290	1515410	5716750	1625830	4421310	1416760	9089340	932702	2463270	514300	3075890	2547990	527800	1484000	588413	1240360	2257570
A0A0C4DH31	127991	0	0	0	0	32507.4	0	0	0	0	0	89448.4	0	32433.8	0	0	0	157570	0	172819	39679.8	63183.3	34630.1	460505	0	0	0	0	79601.8	0	60192.7	0	44834.6	0	6810.65	0	0	0	45773.7	43692.7	0	14962.4	0	0	0	0	0	73153.4	0	0	0	0	0	0	0	0	60662	0	0	0	171156	0	0	97712.7	0	0	36044.8	83385.1	0	0	0	0	0	0	0	63297	0	57264.2	0	316605	0	289076	0	35679.2	0	89241.3	0	24871.9	0	0	0	0
A0A0C4DH38	0	0	0	0	1256190	0	0	0	0	658480	0	61647.4	626040	7195.88	0	0	0	930964	497882	0	979315	0	0	3385771	0	0	0	0	6511445	0	0	608834	43090.3	935412.4	0	0	803607	514203	1660460	0	0	491395	0	1781260	0	0	0	1032160	0	0	0	0	0	0	0	1510370	1469569	1145890	925134	1223030	1186422.4	644506	646177	1773450	904692	0	0	54218	0	0	744177	0	794105	0	0	0	456112	355495	0	1098049	768790	2415038	0	0	340639	286607	0	243697	0	0	0	1122410
A0AVT1	6197836	5877114.1	7391009	5802120	12615164	6549576.8	10020435	8783074.2	13206783	8633189	3680335	8406167	9446955	9246239	2696070.4	3213198	10675592	11167828	9453379	18760757	8568832	9248289	11178020	20617678	3713620	6124053	7548683	14011835	14044078	9543283	15618972	16029100	11381655	5038119	14553243.1	2667152	11436588	6878302	13831190	15222563	13245484.1	12990233	14922106	11904381	14063191	13016454	8906584.4	14847578	10411562.6	10747486	9399586.4	4889355	9806561.8	2857550	8521064	12605567	12147646	5510202	12134249	13411833.8	10359541	10744641	17502387	17820803	9679252	8668721	18798160	11517579	10193561.9	3460439	11280049.1	9202913.7	15697322.6	17165776	26783467	13877492	17042614	18040280	7215461	14302029	14869256	16046600	11500510	12321780	14757988	11430836	11840046	7066340.4	11584430	5174830	8779639	12676845
A0FGR8	5785270	8132919.3	7144528	6579611	20237897	6332698	13112433	6908522	20528573	9305999	1440584	9917043	4491987	7234435	2823965	1935355.5	10580129	7579648	11201060.6	15615670	10395114	11723989	12700238	7368645.3	3904527	9321451.5	5149770	6363640	11170846	7400250	17455942	14826103	15698857	8536011	7096396	569810	10858418	7353034	14799775	14330741	7663448	10785988	18924881	12203483.3	13010229	13471447	7361668	15273691	9904709	14477804	15907183	5264736	11673519.2	964197	8242785	14530909	16458427	4140191	6925741	12025554	10439750.1	10775374	18159444	15778026	10431368	5058919	14941617	12921077	10615170	2785470	8109327	5901443.7	10626495.9	14128319	22184892	8822666.2	21263205	17426008	7838905.1	16786595	9885761	21449494	7198140	9424728	6994586	8576583	7113253.3	5968624	10027161	4767092	9478073	13331719
A0MZ66	1652278.8	1610110	167256	810305	2190427.4	2108152	3389286	5610939	4125334	1422952	474682	1218827	0	0	0	121799	1951875.6	938641	1950563	5875369	803320	758744	2742639	991448	0	28589.1	7957066	1652617	1651779.6	596613	876805	3233380	2578887	874203	2552880	168968	1427390	172737	4226989.3	3860293	1435875	1268762	4640522	2183914	3156610	4736410.5	4215398	3902354	678841	1715949	4015414	72801	0	1484492	597185	5338329	2047702.6	1133330	5659049	2182386	2795870	891040	538206	3977360	1979231	2668418	5381769	424357	3784080	1168568	396109	1845800.9	4525849.1	5296487.2	6712368.1	2143561.6	6201559	2065973	1812321	3130066	0	4997269	2605215	1399457	429891	326582	2043807	1448056	2587895	101023	2081759	3285176
A1A5B4	0	949577	0	0	2855250	0	2722870	0	0	0	0	0	0	435572	0	0	756674	931355	1575270	2893810	1399820	0	0	0	0	0	0	0	0	0	0	0	2189030	1275570	0	0	1232570	0	0	1034020	0	0	3134620	2506520	0	0	0	3019190	0	0	0	198181	0	0	1931890	2277770	1092420	0	0	1756990	1455880	1545200	0	2436930	0	0	1537410	1208510	1068050	846897	2024730	0	0	2614560	0	0	431471	0	761474	0	0	2706920	0	1146900	1823960	0	667249	0	1421820	0	0	0
A1L0T0	782352	2557690	2005108.4	1248974	4986830	0	7388845	2537023	2621787	8561970	206930	7477960	137351	14750735	3310690	0	3168822	3210445	8461475.2	4861100	1411238	1498886	8263039	6888140	958767	2530940	1191164	894589	2092641	1762180	8309975	3727326	3176897	1802045	1365986	912697	1570560	3700923	6858170	4382862	4559667	7647610	2527078	1368449	7984250	7473750	7894710	11338343	3327851	2508166	6680084	1237215	56112.1	0	1421850	10360697	1615206	4461078	1902501	2209242.9	6500786	8236517.2	6437018	10345452	11680568	1826350	1859354	1869829	2303457	1809004	5533993	4114030	3560213	2503786	4127277	3392921	7961382	3487645	972253	2060497	1400188.7	6789671	1232160	8338315.3	2003160	1262950	2761037	453723	9730600	2010540	577963	7255480.5
A2RRP1	166096.8	56231.6	69741.5	56480.9	107754	70952.2	33758.2	59750.8	115623	171038.4	30006.9	190444.9	0	50232.1	58511.4	28319.63	167600.7	367404.6	12870.7	85677.1	83716.51	6776.44	150176.7	220723	0	214136.7	153419	0	371860.5	157078	125341	227984.8	77522.1	109195	164755	0	0	0	0	45243.7	263035	63483	202677.9	243300	322396	43086.8	0	182558.9	0	222729.2	134111.3	142207	0	101363	0	365745	167975.5	29457.1	72888	265941.2	143401.7	135191.2	282990.5	112749	28250.1	47460.6	65600.1	138087.15	64680.9	87965.8	68021.3	0	171689	0	591722.3	370459	315243.3	246071.9	141227.7	215679.2	192709.3	332347	0	297343.6	343260.3	69193.1	254538.7	142948.6	313971.1	134236.6	139478	0
A2RTX5	0	0	324639	0	673867	0	594830	540873	466599	356705	0	439977	309288	347330	99309.2	117325	293207	443559	156560	664578	215681	262309	249724	451390	0	108215	0	348367	433836	248044	348123	517140	396873	292672	320523	51517.6	0	0	361424	515652	561525	323123	635288	394378	0	229376	135346	188214	313301	455385	325074	84005.2	358184	0	0	520107	584332	203213	342692	354382	321231	425810	692510	813378	209382	157781	497263	188590	304433	0	74908.5	303571	365109	503666	838285	0	722698	512838	328607	303924	535584	643556	149936	189139	162457	178710	696708	105133	512389	0	198982	223427
A3KMH1	1223486	321219	464032	923475	2271228	316263	1214510	1059044	1620605	2767248	0	3057665	2852093	1862952	723203	693164	0	559211	3577492	1765335	3676443	2945045	594614	356408	0	1173963	1064638.8	1142889	1402104	1174879	2200490	1279284	385172	305814	1269602	113295	2139640	272327	654508	1163687	2313908	3530682	10591903	3731196	3616902	4177035	0	2986210	1603719	1399688	725331	0	1707261	0	0	9091361	1518945	2395370	2693239	5145739	1684544	4367289	1241236	2310426	366015	2870896	4359026	3963217	2789460	761891	137519	887351	1064470	1486176	4827296	3128754	677586	2758290	1232803	4954022	1274296	6359276	3012915	4208520	275880	866676	2323095	2342355	2224650	657639	310700	2152494
A3KN83	0	0	0	95775.8	180145	45844.9	0	137977	236769	87767.1	0	84630.3	0	57694.3	0	0	46130.8	109516	0	306306	84061.4	0	0	96221.2	0	0	0	101574	0	126750	0	166359	65590.4	0	0	0	0	0	0	140781	203319	102521	185387	0	92077.6	0	0	108984	25309.5	71776.9	117194	0	156452	100030	0	211808	124782	0	0	76111.6	100277	0	110045	56020.9	0	45313	230378	145941	0	0	0	89331.8	104889	107329	111854	416066	41090.4	0	0	278105	293368	70699.8	94096.1	0	178791	0	144173	85238.3	136055	0	0	126177
A4D1P6	2877893	3228000	1473850	1049217	19541179	1917190	1612162	1601656.4	9625290.7	1098447	1070895.3	4835077	2099325	5053694.3	974374.2	765164.7	5889372.9	4753500	4485102.8	10741997	5612839.7	3674752	4692079	3956919	0	1767133	1931455	3478761.9	5355080.4	5136075	5072655	9117884	4412568	3881210	11000908.9	3008470	2100585	1104790	7957413	7440660	12497990	8847051	6327087	5960151	6407407	5103255	4056903	4835121	7633311.3	12299270.9	8618981	1073710.8	1415448	262850	2587061	9578253	6082690	2771225.6	3263071	7488000	2447735.8	6304008	6309630	7150712.1	4973682.6	4784119.2	12273765.3	8841435	5655910	1296777	2150792.8	6579391	12245897	12955487	31601897	3348160	9008829	6653315	3586192	5300087	5535658	4884872	6044641.2	6220924	3889657	3613488	4688940	4566767	4685950	1176044	2302471	1560568
A4D1U4	0	0	0	0	0	0	0	0	1332020	0	0	0	0	699794	273100	0	390061	577149	0	0	992291	462416	0	0	0	0	0	0	799599	0	1720450	0	0	836874	0	0	0	0	0	785355	372606	0	0	699484	0	1110250	0	0	386111	0	354533	0	0	0	0	1979580	0	0	0	2184690	260336	1408460	1187540	0	0	215299	1587790	391202	0	0	990497	650288	609180	813265	1153970	474516	238867	925913	0	0	645270	0	1379060	0	0	285069	0	545486	0	408417	0	0
A4FU69	335058	267333	0	362267	0	0	490287	407348	819570	0	0	0	274520	403695	0	0	0	95221.1	327662	0	0	413524	0	839426	0	270249	0	324663	0	428409	0	360903	0	147575	391246	0	0	0	376811	207115	0	451092	1033840	0	394907	0	512889	548545	0	402220	67863	345164	0	0	0	495277	759051	287039	250144	0	314633	419225	0	948952	0	0	440448	0	688986	0	0	0	0	200153	0	402404	0	642887	117623	670780	0	855192	0	0	0	655546	0	174820	0	0	337158	505441
A5YKK6	14896653	14362541	11770409	6734236	24089705	4161502	16012499	6866480	33761201	22561250	2065259.8	26212270	6796752	26957268	12262525	3562896	10045972	12385627	14356365	25705960	21607960	20716810	33159540	23465094	15854730	14499234	2818148	4776549	11994632	17757216	20481335	22516416	26744280	19121970	17209626	3468947	16999980	6518663	15878710	23186480	24869990	28421735	37504210	21972676	17719118	17595710	7787970	38707350	20779227	16465305	18986861	1601304	14621465	191410	18591162	42455100	22046022	10471484	17607820	31479266	16550630	26152550	30542720	17303550	18581860	18537410	30599850	26503244	24214540	7731426	14818342	14126090	19180510	16336782	17186247	14833411	27760100	23262408	10403686	23450970	18537410	28165190	23139030	30695850	22609985	8949243	13161082	14809885	21043006	11116541	19101995	25803336
A6NC98	2108956	218708	2384542	270652	1019315	377910	5473772	2116560	6071779	4289161	193108	474022	380116	2232893	86249.3	129634	1402643	1238876	2297304.2	2459212	2365966.8	3159270	3058755	4360796	2691380	1972557	374739	1581956	1187014	1579889	5298865	2107818	2446672	634794.3	2831638	0	668900	1621927.5	968176	3505731	3221383	2316709	2184914	2620379	3365476	2648105	2505807	1045789	1756749	170297	120056	0	644903	0	2329180	6380884	2783447	278373	280451	2952909	2111636	2739550	1474935	5959710	1558169	664666	4225235	121275	629387	979642	1946929	375990	2200031	969991.4	4974889	4457462	6179697	4602690	1782269	999972	4575702	4465422	3019292	1169318	4730679	1091384	1640879	2052515.5	3121759	2080442	1673400	2506104
A6NDG6	0	0	1004950	69711	3336791.5	27589.3	0	1060140	2705690	2490450	462059	2645686.8	1901910	2131900	972515	890447	1697660	1136070	2944930	3200240	44655	2855860	2911530	2255830	0	0	71125	1574968	1648375.1	2568640	988947	2940831	2588810	0	2121361.8	627059	1211440	947966	2843280	2066769	2769420	2650760	30790.7	2932990	3107410	3152319	0	2371510	1498660	2130910	1935047.3	0	768848	1513450	2665220	3816980.1	4587031.2	40821.3	3000620	2182270	0	3317805.1	4532455	39152.5	1987530	2721850	2161700.1	1113250	1627870	862340	1429430	1119319.6	2561070	2713990	3525254	2975190	3125568	1650220	1391610	0	2152957.8	2256881	1654170	1709710	1893440	1020470	1512960	2442433	2624337.6	1997940	2680810	1587720
A6NHL2	264178	320890	908629	140105	5136930	139037	1461740	173421	0	272274	675825	409311	512653	1149140	546020	575314	2650630	565010	1263300	1594840	1157880	717033	1117730	0	0	134376	0	3963630	2704410	1873840	232465	702183	434367	227983	1654390	734837	248503	368987	1642320	1083580	809622	1390180	0	220235	231716	989273	847732	394722	1822180	2505820	2557680	0	0	0	0	385999	551880	635569	1277440	1540020	0	760665	480534	172546	1879520	1224560	1266810	622025	460762	0	1003480	2461850	1825070	4786380	3840780	0	1862830	857781	1487240	520600	901172	1418870	1032160	990597	980146	373009	0	469955	893176	490277	385959	1050190
A6NHQ2	13364400	20112400	25506000	6871670	679297	7054360	46432900	44486300	54808100	37164300	10565000	37591400	25542300	30942200	15933300	17275700	31237200	34511000	27247200	51370700	29954700	26687400	32865000	58855000	0	10826300	214713	27803400	48676000	33633200	48399600	56246600	38506500	22793400	29996200	8308540	47662100	33585100	54375100	54638700	50447400	44974900	49940300	32518600	40778300	46557300	28841700	37037000	35012100	23627600	29946700	3514760	21392200	0	0	51064300	46930800	20370100	32497300	45770700	38226200	37268500	62605000	56736700	25704800	32415000	53643700	47184200	28556700	11355400	29949100	26800700	30343500	40053000	70896800	54101800	44734300	49662200	29628600	41450200	67317100	42556900	33231400	45539400	51069000	40180100	38297800	31710200	33762100	20951000	29744000	39447400
A6NHR9	3621491	14468450	9017865	3928249	18760017	5016400	19726446	3419647	23130766	10994820	1776971.5	8817806	5501635	8487571	1366876	1932857	12517998	6208604	3766550	16988994	12140740	13738049	8218288	14025590	2733956	9371946	2836697	4058978	13001097	15197494	28091944	15687242	14869831	20721496	16858889	3120256	16127195	4622209	25751809	15698292	17014716	16613898	20161080	16286504	21249461	9205830	27173784	16592879	15321666	10900364	18100124	783663	11275347	2973226	13304420	27179950	22309788	9249378	11149613	18001036	6005749	8942812	16984296	13960995	13642118	7026972	12400321	18509877	16459930	783404	12179767	9241051	13237118	9149175	24296077	13760062	26052070	25784950	8134051	18328702	21867301	16195127	8783510	12921388	12709776	4412613	7951860	5662730	14881032	4706586	15250842	15950488
A6NIH7	656236	1076380	658009	683897	2974440	405401	2788180	475836	2769630	0	0	1353710	0	1064920	0	0	1246500	912687	1122940	2026570	0	420614	1033270	2125370	0	1054000	0	345476	285477	321178	1788760	0	1487520	1434050	1516920	0	0	0	1778290	1496140	2187910	1218800	1176750	2346300	1350250	552688	1042710	2399790	989225	1264520	1537760	0	1288080	0	1132200	0	1180200	1781820	978216	0	598511	1484230	2841090	2050840	1385170	661759	3150340	1538550	1355620	0	1106220	872173	1628970	2005230	707330	0	1204670	1069360	529028	1178380	0	1322630	1207530	0	0	489863	1052660	546984	417136	194390	634344	1227880
A6NIK2	696229	1647080	625914	834710	2451130	0	1027760	1083090	2781610	0	57649.7	0	3219630	0	1467230	0	2698470	1781240	3195950	0	0	0	3009400	4064020	2731500	0	0	166854	2432700	1536770	3945620	0	1579670	3857360	0	0	3268460	134253	3412150	1856320	2975160	3197580	3258660	3638770	4997510	687816	3701850	5528760	1421080	4484530	2127760	0	304031	1406240	2659150	5076590	1276840	516737	2181620	2694210	0	0	3775300	3235660	4161710	0	3105190	3774550	4164930	506197	2501180	2504290	2324740	2713260	1478400	2248040	4981000	2144670	714270	3422440	337691	5489940	3541140	3290730	2656430	1096310	962569	714358	2837440	1665540	1977190	2154180
B0I1T2	22786236	21630280	27922064	15521103	61300950	15428660	54613060	33492640	61987610	34558475	9188264.9	36962072	26808260	29549690	12288895	12838647	34804232	31123320	31548790	75621480	41097230	31676650	43391330	70962566	13199539	25942830	12068678	29660910	60501100	29998740	57118200	60146119	45673210	38768633	42727500	12524102	52092760	29022410	57838100	50455930	55824420	63436590	59919050	75724330	41946870	55209710	50521570	53869730	35260420	57004890	54541690	10826692	26546988	6928943	38987220	91352930	59642220	27345240	56029699	66457490	41603920	33265140	67009420	65639230	39247660	26736508	53418630	52450850	32737410	10028561	32193580	32664600	52520630	48191400	83258070	60403470	65224340	66945870	37991857	59418450	57583800	57728590	32031730	38709430	53375410	38392631	35898085	35853104	45069000	21921912	20147120	46648294
B9A064	7986770	3652610	246833	10372900	1581980	2709290	6902370	1209510	6884370	5759820	736036	3295880	3742780	3067820	3632450	0	0	6245070	5101700	1102960	7918800	1044360	8693250	10096400	4932000	0	11710300	0	7492420	4543160	3504570	5566000	4163780	4559640	10033400	417468	0	5083580	3333230	7487710	4751690	6931990	12318100	5122490	7019740	5204150	6035260	7238540	4525890	0	0	4884640	6252490	971150	2881750	9249180	1122710	4167230	1243940	3613700	7597630	4489420	7594780	7980670	10948700	2292180	9384790	7638600	5478400	2838000	695038	7676280	2873820	1537980	0	5913790	0	7544710	7854090	15678800	1258030	10216900	4267070	3081840	557397	2510370	6075940	0	4549900	2343240	1973650	8910390
C9JLW8	0	0	0	622911	1417870	0	0	0	2379200	1115680	0	0	0	1087540	0	0	0	491491	484366	0	408484	1272050	889149	0	0	0	119204	0	759408	0	1279980	588966	1440030	0	0	0	0	0	657117	0	2039600	1293740	2009100	0	0	383888	782011	1136400	1095000	1159980	0	0	0	0	0	0	812905	794973	0	0	0	486030	1295620	0	0	0	0	0	1207680	0	0	827874	1172490	0	1579550	1304700	0	829552	483640	0	0	0	0	1176970	0	281771	757498	0	1119960	256905	1011620	347248
E9PRG8	1602150	1430150	1776380	1178670	3903130	813003	2739920	4261180	4697000	1567260	652910	1775910	1298310	1962960	487729	454448	2752140	1774550	1355420	4570430	2700400	1105020	1467290	2068660	0	1213510	766161	3414720	3706690	2123080	3249170	4063230	2520530	1473390	3501490	355443	4626350	1995550	3786920	3867000	4511920	3235050	3314390	2219680	2604020	3777260	1412220	2882960	2272120	2887160	1841390	503532	739028	0	2782730	4069980	4346050	1118210	1563650	2337150	1602030	1702750	3292030	4332700	1267960	1567900	3846510	4136240	1986950	640678	1173200	2331000	3481830	3795550	7680090	5140770	4368790	4081380	2181130	3702760	4735590	3885300	1449860	2615740	3923740	3262640	2156140	1179020	2053540	1404610	1007330	3061430
L0R6Q1	1926693	2223002	2688500	1769131	5429720	1813666	3827770	1402811	2176620	3176428	429704	3089637	2430364	3663350	1700339	596565	2763380	2536087	3829880	2201538	3354410	3137806	2690504	4520250	2341930	2709324	131243	1759800	1465170	2025810	3904140	2919310	2819794	3152100	2532280	582142	3196619	664379	4468200	3333750	4898710	950390	4250476	3972340	4573910	3138620	3095726	4199692	2959740	4786790	3287608	1627876	1421199	1130260	3046060	5044520	997888	1920118	625520	5587590	2660150	2386710	4452030	6567020	3602330	2457427	6188920	4071590	3712270	2833746	2710900	3800450	4026170	1014430	7825700	4995040	4579700	4729920	3329570	3627480	4191390	1889820	3179290	3433410	4487880	1625211	3162135	2084296	3553720	2642762	2851569	3921670
O00116	1839099.9	73741.8	312792	1158900.3	3343002.3	956840.3	120761	882944.9	583044.7	1259498	158399.2	353775.6	0	1201128.1	1153150	670408.4	869267.2	2041238.5	1355827	3046632	2515169.8	2396517	1957936.1	2045260	0	1464167.7	554355.7	323468.8	1038779	582053	525674.9	3352205.8	2651995.9	2187785.6	896798	670252	1855478	0	1130015.9	529604.6	212184.7	2108624.5	2206017	3324791.4	1971554.1	2316874.9	165910	2723326	392763.4	823958	1495479	458799	1077239	0	0	4286358	1348847.2	0	1733689	3845017.5	407133.9	590192.5	431069.2	220592.4	1187420.3	816142	2820634	1080882	3086562.4	274644	1401592	229168	235537	1993644	1390043.4	3299226.2	2882585.1	1271395.7	4063580	815422	1125871.7	521018.1	2253537.1	2621520.4	2987170	0	1623965.1	2467068.3	640693.3	321468.9	1089400	1383848.3
O00139	13683375.6	5029181	7141667	6335724	20750019.1	6428106	15746858	9786502	23756292	13847615	2632366	8891958	4947515	12040264	3169689	2771263	11527809	12140646	8182405.5	20298821	11233545	6656314.9	8904569.5	18403098.5	4320290	17472056.8	6272840	9726470	16197176	8868269.5	18084030	19028185	15728053	10338603	12839516.7	3447474	13126669	7180269	19475931	10643967.5	13463559	14641401	15904805	12662253.5	19967216	21081465	3580535	16801958	12121897.3	17316646	15731202	2696263	8990747.2	1987463.2	6854202.3	24340238	16384239	6824414.4	8884519	17104582	8179506.1	9662738.6	18018920	18790539	10724138.6	8744578.7	20744870	15639287	10253108.8	2962854	7137975.9	8492034.2	14717798.7	19044488	30411102	12002050	24537356	19797046	8427084.4	13776366	12642149	19955665.6	11803899.6	10313253.4	16745002.5	11317636.7	10535378.7	9334506	13429743.6	7527692.1	9592123.8	13352836
O00148	6827586	1406012.5	3521362	1192805	10533723	1332316.3	2298110	1979543	17967190	973251.8	874668	3385526.7	4965536.9	1861812	791910.6	700846.3	2300830.9	2438485	1402587	3633894	3791229	1827146	4321299	4313812	0	1788869	548437.1	1540656	5260828	2089066	3296479	7352406	2651723	708298	2381731	461327	3301071	1862916	12155500	12983106	4706611	6029879	6149204	5689771	15057354	5581599	1665472	11868065	2509828	8026923	8275096.4	173174	1734403.7	0	0	11770063.6	7161364.6	7446446	4280036	6140566	12663897	6443900.4	8538558	12400310.1	1648930	1509903	9532816	5002287	9681291	689789	1600911	1181078.4	1978337.1	9379423	9244190	5125651	12256504	14040492	2172375.7	3099642	4975419	3585999	2686993	6915312	7130491	6848512	8388292.7	2022067	14340074	684081.5	4922431.4	8125554
O00151	38541898	46718811	21764259	82445201	50003470	68820691	52664911	55926080	54812192	33703596	15263732	29693524	23249829	34133983	17374379	18260988	34212494	40674915	39845184	53979056	32270013	40911020	44051619	100626380	22648310	36072532	102833755	26148616	48127454	51354410	93960475	57561196	48708406	31197779	43570133	7754661	60935826	23785203	49606431	65112055	36735188	30405775	64884077	36859774	47748817	41629826	38763089.7	78603503	28075122	27337324	36595228	59081972	47369364	69657320	48345940	54545482	64976761	19942122	72341521	53919780	59900711	33634692	73206422	87127060	46197257	49916311	49832670	53295900	40927143	13843128	42814271	33062899	30478865	48925340	57544969	57489629	68774509	59858767	57993727	59920985	41094419	99666343	25234904	60966980	49682214	71348600	85986476	20056720.6	51653370	19400989	38199460	35523575
O00159	19958356	22889670	21710990	27105740	39534030	38904830	55809620	46769130	66057710	34548820	15201204	29575000	55366920	37965840	13860015	11316817	19242449	52107040	44405020	41831310	70635890	55301690	65422550	84837940	32272400	35253570	26410771	15758010	35412830	39244200	53768330	56527850	49414980	50251940	19281040	5955547	62249900	27401844	62150050	58308370	48356420	26804060	91134820	57254740	104879290	40035870	41179590	81938290	17399860	44876220	55651070	38595385	72730970	15831858.5	35950400	46328617	48196030	22924650	59163700	57014260	37164630	36162170	106638600	75587320	54951290	32606640	56987070	54054750	60458250	7025694	47871780	22637200	27313930	53983860	29900070	49570750	71725570	97799660	19820480	71269880	43765580	94620940	20542146	53987580	34495060	63946210	46285500	24457553	43345390	27934840	67672780	48598810
O00160	1871073.3	1641233.7	4774301	2076708.4	6041966	1818551.7	5795533	4080436.4	5851867	4395121	1237143.3	4698170.7	1739788	2299704.1	1230632.8	1365765.4	4159906.2	3465794.7	2246114	6970790.6	3863466	4820797	5559847	7852352.2	1652940	3225660	1198743.9	2059975.7	7138857	3435812.3	7100059	9159544	7492165	2613717.8	6226115.5	1150671.5	3043738.1	2512351	6572885.2	6799654.1	6425913	2659331.1	8955516	3330046.4	3424869.9	3588474.6	6934638	8905964.7	4106170.1	6783642	3751548	1120006.3	3886779	808956	2420079	8831104	5225410	3760762.3	4614586	6717062	3029948.2	4537414	8500992.5	7578856.7	3405528.2	3299647	6888094	6310980	5527793	238948	4755678	6342588.5	5479886.6	3022302.5	12324044	8053966	7741099	5504474	5838022	3610508	2693431.2	8919487.4	4678584	4096753.5	5617830.1	5269814	3215492.07	3620555.1	3599616	1789599.8	2069454	7330010
O00161	5030108	4727410.2	4174472	6668172	8005642.8	5116482.4	6062024	6703785.9	9456939.3	4262527.9	2358700.5	4298909.9	3348058	5089005	2042896.8	2673901	5911087	5392319	4221268.9	10367374	5865603	5206561	6262308	12276324	1912196	4730597.6	8800918	5151652	9805505	6422732.1	9302082.7	7549985	5183803	3122523.1	7596197	2119649.3	6606293.9	3515336.8	6832664.2	9511881	5033374.2	5964606	6923985	5032197.1	5333425.1	5743528	5590779.6	9593524	4456202.7	5706861.4	5258345	5352473	4448647.9	8261800	2737696	9328785	7689160	2489459.6	5426089.2	6505031	6830705	4761912	10484280	8974292	4828585.9	5687278	9000035	7863361	4921121	2589192	4016723.6	5376923	5349207.7	7533193.6	13803140	10625460	9650005	6725081	5917790	8214245	8684154	9998949.3	4359632.7	4727524.8	8592217	8171982	7371865	4035325.8	6621119.7	2833355.9	4300711	6679653
