ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
P11274	910703	858848	0	804831	767669	1813900	0	797079	1741840	0	0	0	519960	0	0	0	0	767075	0	2067970	0	647774	0	2946710	0	0	0	748214	1249870	0	1703160	0	0	1540560	0	0	1025230	0	2108280	147945	1586930	1138810	0	1395360	1723130	1472030	3372000	0	1623880	2128090	1524870	577431	1431900	0	0	2642570	0	0	0	1903950	1112390	0	0	0	1083270	1209020	0	0	1263790	0	0	0	1727760	1027670	2728240	0	1782060	2105770	1145780	1239840	0	975509	1524640	1053650	0	241226	1350160	734359	942262	0	1019250	1661920
P11277	1746534	2775297	8463080	2282148	0	235798	3544061	1998324.2	537245	1604784	0	4475060.9	5876139	4911383.6	639860.1	0	4881788	14332265	3731230.7	630563	2365344.5	2299111	6971594.6	21298520	81797.4	2385408.4	9794923	44995	780058.2	9367820	4141054	3299138.4	16126314	7857281.8	4624183.5	0	681459	1715282.9	640188	2627731.3	1539152.8	0	9406956	4686593	6266249.8	8991169.9	484718	27946167	203936.7	863946	903034.7	2498723	4389892	310120	1997790	18645711	1506652	12367942	1109789	6378941.3	5667531	8249254.6	2499687	3097594	9718030.2	2185714.5	2910604	562409.3	1684467.1	855580.6	170621	226779.4	766045.7	4132341.4	1455545	917889	3666612.5	10262700	9148924	8333706	5534346	16698031	7244162.1	4848999	534031	6482771	4942935.1	0	3730835.9	1610802.5	1595381	259552
P11279	5166188.9	6133582.2	3257598	5806934.7	8262359	8458264	6018616	4677449	8922235	2943196	2167470.7	3048640.9	4210727	5436367	2507411	1878177	5854155	6021418	6032907	7596771	4981046	3229626	5450915	11312928	4684910	5790853.9	8138780.1	3823324	6160686	4151610	6906274	6554179	5180698	3662112	7293536	2229547	5621472	2944861	7010736	7679566	4151103	5597515	5573544	6091287	5544436	6393598	6192397	8159897	4465268	6650549	7356900.4	7406203	3500941	5816674	5567533	6830138	8867212	1732265	5963272	7626076	4733970.4	3999414	5775386	8246465	6729850	5574136	6295335	7017330	5063975	3043283	5036530	8365261	6476514	12274638	16378276	6865046	9985383	9378918	10192430	4367948	5249713	10676912	2647483	5194950	7616307	5446692	5674811	2799968	5145092.2	2509054	5065133	5639034.9
P11308	288497	271154	104030	373853	2226250	432073	2652542	526085	259253	411387	0	0	0	301690	61742.9	0	390292	1385297	1199797	1492041	295870	610625	343562	973231	0	326967	369098	433552	776197	465229	2563832	1551944	453227	996263	1132738	0	0	0	674170	678881	524795	1495804	447654	327162	1847124	0	233671	0	1522116	1915607	640725	168434	1170207	0	0	1838020	2707640	0	1332645	1422239	343560	347944	0	3445510	154672	1375783	137164	1342633	1294846	334429	1039680	795139	503008	903004	2767870	1005600	2733898	3000032	439212	560836	425301	3480810	0	1856564	0	0	545179	0	239972.1	0	151115	1869834
P11310	28175835	15572486	19783730	16560790	36071052.1	20567604.7	36875558.4	27538693	32151226	21020574	3058623.7	20902245.4	18933209	19356269	5034735	12804457.1	18869927.1	22800821	24593789	37404160	26022967.2	18661574	27381617	45392116	8453707	22853161	24839730	20607766	31532677.4	27437081	32443097	39596007	32747674	20424188.5	25965151	7231109.9	35996058	18243307	24318662	40692996.2	60095479	21649073	40605339	28742488	32755900.3	29376750.3	21493548.4	37629391.5	18944692.4	23376631	21642029	12280055	19581259	6979675	14105053	34914735.2	28752110	15159592	24014351	31984484.1	18821287	27556507.7	44806709	44362370	29365183	21455611	35841778	33572271	28009264.8	11462097	23842987	23371153.25	26730158	39425228.9	57866542	36763848	48909005	38169925	22243825	28124302	56229922	44598800	23493702	22922946	51337808.9	26595870	29681150	15942833.9	28337748.7	14417310	25826499	24584138
P11387	8822465	5463542	8094828	4212429	16957170	11487463	9803282	8759770	15429749	14683493	1859159	7284993	2241043	13652409	4374376	4302650.5	7453215	10620721	8792162	17090708	13580268	5443294.7	8809345	17114616	0	10088209	9392527	5085627	15174104	7153299	12074817	12859386	11811083	5268261.2	13035461.3	264867.7	7121238	6185407	16325288	11729640	19944809	10491150	11923606	9509948	11101393	14819398	11064541.9	15631536	14084309.2	13943731	12548922	3612310	3390094	2488044	8901840	24214906	18051655	7289126	11200134	14848966	9520799	11776435	15197952	15818703	5538660	8909227	16398924.1	13318169	11717590.9	1369722	8773689.5	9245271	13764746	17054827	26399061	14752705	12551071	17234987	5906910	13214140	24622989	18216163	8190035	10074580.3	14445030	10965482	8875021	6286651	11059175	5720822	5117974	13380486
P11413	21277762	22751452	26077620	19494490	46855522	20884959	48812090	34152510	53144180	35431800	15532201	39661760	29311070	35601867	20589136	16178724	31746839	33769627	37717020	47678330	40733464	38803366	45028050	46569590	24827090	28632825	16272257	32040899	46130020	35118560	40982710	55444450	41961809	34932358	35143155	10173156	44647610	26195280	57390070	43311210	57651510	42235710	47607708	34450981	39798453	42597640	32132781	51408220	35698451	39260787	42442610	16174537	23560250	26917700	42293440	63328890	49502720	26423303	39832470	55037070	30618310	33626400	59671990	49198250	38198944	35372700	58908600	49436630	44669496	13584337	35941800	34361174	33539426	40928278	63621610	41301190	61236370	51699500	41401120	39036100	67638910	45188810	36148880	41118240	55615620	43077795	38709493	21990462	42158530	24995217	29256970	45341510
P11441	1389710	8440434	1792693	0	10597504	6903774	7907020	998541	12504460	5099570	336872	2257570	751647	1966374	1272768	1103736	1070307	1233245	4721660	5472110	4291891	5806380	3665030	6301760	4973950	1974516	3155381	2045400	2501720	2637955	8137110	4228226	3747470	3473030	6072818	253663	11084055	0	12009520	4735860	6388030	4169820	5350710	1760400	4297140	4318350	5007540	25472460	7646220	5634320	10764530	0	1304800	1397824	4495680	5524050	4051877	2668919	4972220	5030260	1210100	5423500	5901040	6922820	5347110	2793463	5648930	4560690	6401581	1816040	5433410	2855601	5800077	8734180	7502190	1604525	9894280	6922160	762823	8042856	9259670	7488480	2761774	1384230	10063677	2598221	2218802	1841975	2937114	1909522	4835880	6535920
P11498	573060	0	508845	156798	0	2394360	0	854718	3613310	0	111122	2347640	0	1985120	0	0	0	0	2298430	383666	3987340	1181890	1607230	0	0	2469020	1609900	0	0	2587800	0	0	2819350	2237330	0	0	1815290	1761250	0	2078220	1437940	0	3112400	2001260	2868310	0	0	2853400	0	0	1814520	747178	0	0	0	0	3301590	1001150	1297850	2112460	272855	1816670	3273490	2771650	794841	1741400	1648780	2178390	1612490	0	1267700	0	0	0	1392110	2146830	2533680	1295790	308092	2938310	1133750	2309610	0	1545040	0	476417	0	1793020	0	359197	1681800	0
P11557	821560.6	1268382	1418566	963617	1614354.9	776161	889608	1016276	1628948	1740113	286098.6	1100303	777342	1205268	584785	720562	776562	503756	1066207	1627027	930661	971982	640039	919164	0	0	332641	209030	590463	987895	760256	784529	0	526543	746148	300832	0	170018	405851	141230	221267	188894	0	296184	177213	0	7449333	6088010	3651876.5	2385888.1	2055346.5	1722429	2033641.8	1813589	3214626	4255961.1	2470640	3247801.7	1294311	3461914.7	2198850.8	2953168.6	2973032	3037483.1	2562236	1364450.6	3306140.5	3174816.5	1444735	0	0	0	0	0	0	0	209833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11586	28338180	14348689	19170423	33036070	30573460	28635609	35994640	28025790	40177110	22950486	7575761	27901808	18125473	24357600	9709499	9820531	28548400	24704369	19122530	38762630	30375100	33583255	37900450	42588340	12238550	30543560	36161590	32739730	44240080	24399680	42393610	32703750	21467600	19359802	27755520	8671862	36154240	17821436	46100060	33175790	36400030	27532110	34184350	29600660	35558230	31377480	21357910	45375130	30591833	29166220	25835547	30168720	24887450	19727960	20342132	53035480	35381700	22273080	34331389	34978750	24762510	26703340	46976070	40257070	40025195	30120020	46061750	47550330	35533120	13868314	21634490	28934840	29437560	38043670	52034220	41231120	34698650	43728510	27117750	30506100	37823820	36458620	28583390	26225450	42199270	36744940	25797790	19370537	30925040	13154306	23085250	29597530
P11678	5325068	2802898	2023734.6	3428855.6	11263195	18935619	5710925	161113	19336280	4499343	3560323	8678817	2570417	6090331	1006522.6	656860	1887090	8407529	3608920	8927261	20368652	11719037	2686159	11538533	0	8120607	3628277	3908765	53431193	21653761	1897910	10592818	19840160	7252467	4679387	0	567956	3980283	20836180	14957918	1932460	8043655	13295853	8171516	12556528	3580786	9868680	35587630	9026232	45131297	65005820	2449531	5320088	0	5482820	37263600	26207399	20201416	4073650	13536906	2907411.1	818064	20724810	4357928	6340769	1250641.6	7910987	675646	4135815.3	817570	2099215	3351400	2168286	13559421	21526886	8370619	11532674	6620855	10024289	8606862	6562291	36098410	2922308	874984	11314310	10986358	1311120.6	5641238	6025121	13687150	817053	17589617
P11717	2733531.5	4956303	4103415	3088352	4246513	6094683	3040380	241976	11643305.4	2243948.3	0	166151.1	197460.1	3167579	1326810	37476.2	3464008	3287149.2	4102438	5493700	3884395.7	3841308.6	4289785	4886216.9	130109	3715350	732311	576674	2010566	1510785.2	5732279.5	2046654	4883978	3328210.6	3420526	181117	183915	0	2617397.6	2813017	795632	3864304.8	1797211	4853158	5160360	4334934	2647588	11365410	8162386.1	735061	7522231	280877	3313101	393200	2340434	6780285.4	2500052	324477	7421077	7428828.2	3273777	2302206	3370849.2	6530658	4300660	1191922.4	4228614.2	3357050	1798293	0	2520975.4	2832058.1	2997437	6262412	5554122	2110595	10771331	8356493	2794441	7447241.5	2270641	7981724	114210.1	3874328	4150039.6	3556565	6013346	2110345.3	2258159	2560739.5	4381192	1811130
P11766	24590634	15675320	15283288	23295003	21780331	30480929	27856982	21445064	41847103	19438934.7	12020699	19883735	21077486	23589214	9682957.9	8961251.6	27012174.8	31262081	22520419	44523910	23405935	24484869	36365908	47270935	15161114	23144138	30355619	21958040	31659510	20746107	34323770	50804483	30390888	21590457	31373081	7241484	28896620	14845018	37896080	43086748	26251898	24321736	51150924	22112519	16819798	36677406	18540732.5	36442559	16413037.3	28746494	27020119	24187282	23508143	16019795	24513862	43115172	42149331	13058702	29050307	32431527	31320745	25243380	50217910	44380890	28020666	24584072	48154120	31083594	27290042	11685045	18929903	17437698	22913130	20447621	57422005	42090333	36467970	44394870	14774782	39220763	36304328	38323449	16751575	28816355	31493268	32664999	35955357	18028041	29377086	13837186	26931009	24068988
P11836	14605122	11204930	10232643	11054219	22140897.9	9922546	19254115.9	9792465	29436968	8211581	4903776	12789940	10626113	9499792	5261248	13963799	15747188	9919538	6448661	26621312.8	17006915	11734586	12669888	28731152	1451130	17306318	12580402	19254573	39046031	12274335	17337722	19014083	9207789	4154853.6	22046484.1	4392661	20427430	14866344.8	29046162	21922974	13216428.8	21891925	20615575	12877788	13329120	13559236	14597844	14332610	16069083	9922714	7757915	9397083	8667343	5968478	11056645	25168194	20170811	7995695	14539306	19336354	16631382	16925236	32971888	19274514	11827864	13289358	17644408	18122956	6366014	9433433	13220230	13443888	15489695	18781864	32714836	38721540	15810229	18219688	9820756	12753796	9799069	15199020	15804938	10633914	28668732	13598392	20139056	13604048	16528883	8394741	8011842	21379750
P11875	2407115	2612894	2560199	3307568	4509813	4570404.2	7804094.3	3153360	78704841	9053862.1	2566359.4	7275521.7	669043	8440936	5227178.7	4296353	2766548.8	3627197.4	9843687	3047878	9897371.6	9635958	8944396	49322.5	0	4450291.4	2776619.4	157057	1401456.6	2562988	4742665	4047964	5527797	5384516	1643168	932283.3	3551138	1508820	9422556	2453561	3230635	6627982	6613616.9	3529660.2	87677432	65768768	21499424	102564102	8424269	9810684	6321683	6968533	6050014	960156	8820383	17168606	98893550	10472318	12661514	11825829	6461771	11464664	110144844	11106961	16144774	9530455	14603499	14990806	13959319	0	1419810	0	572810	1496980	4729890	0	1160380	6507500	0	1969560	3209299	5185960	2681600	7275040	738144	0	0	0	0	0	2139870	0
P11908	606941	933230	1169091	828466.1	2792564	371433.1	1097121.4	1237840	957269	946162.5	723652.5	1243042	689746	1256002.1	547671	563484	1353190	1907995	966171	2140500	1584642.2	675944.8	1618369.8	1260690	1343480	148949.7	99785.8	1063180	2842364	1001090	1225234	1487840	657227	575624	1863125.4	534766	1488970	724260	2520854	1558360	1569367.7	1467934	1316133	1214344	831025	2017368	897500	1566831.2	1399902	1982739	1119822	131263	323273	0	1185920	1487110	1604742	343497	1194041	2038399.5	1002690	1463703	3079930	3084904	1007142.8	1344961.6	3318597.7	2673903	1250536.5	837841	838139	1319060	346884	2341518.9	4079652	1632976.8	1837611	1637774	1543362.6	960795	1548351.8	1722790.2	1164624	1325530	2172089	1269370	756245	1166271	1321970	972761.4	702268.5	2161320
P11940	11553660	5724822	6075307	9138217.3	5637895	8549999	7816416	8985364	21213383	5913407	2281724	5024496	1719312	5063617	1878276.4	1963561.5	9225427	8117974	6495964	11186066	9644451	3015917	4612932.7	10753122	0	7659216	13889734	5585258	14423354	7217501	12669964	10547784	6854003	3707262.1	5161811	1134233.7	10476770	6209424.3	15199076	14694973	4256570	6569648	17927693	6990590	6023268	9906935	6542170	14956939.7	5890766	3514449	4707660	8161289	7430896	488353	7287004	18514361	17807798	3977014	9443417	7118586	14120738	6964530	18390694	17468013	3021591.2	5174799.2	10138857	11702212	5012107	2269641	4871296	7016180	6731874	7481421	13331328	12354106	8607799	13225767	7657152	13526419	13897010	15693346	6252481	10785081	6778902	11269783	8551806	5547667.1	7350752	2995838	5270174	11156235
P12004	3397493	867569.5	2478944	2495629	10371155	2892004	7551369	2150697	14893329	5000627.5	765582.9	3227502.5	3283620	8254066	366487.5	2731718.2	1278103	5597981	8273435.6	5152802	8545077.9	5766522.2	7830504	3752142.6	959434	5277903	3948564	3144142	13735973	3906565	10433629.9	8849667.1	9255475.8	5248046	5691775	523438.6	8257578	1486836	10285027	7289083	8850587	10683842.1	13425178	11110864.3	10064046	10133486	6714801.6	3241283	6871154	5379909	6237691.8	3045797	2042770.5	2179320	6487489	18445399.7	15509395.6	809225.9	7266346.1	12748900	8058767	5649815	7196954.3	13336616	2891276.6	5340660.9	15332868.6	11208170	7496616.2	2068615.7	4052842	5462879	6873703	6518181	11448521	13249506	11688446	11270055	3119406	8169514.3	9887104	11504449	8040992	9796606	4795983.8	3402841	5331418	6784349	8723057.9	6397416.1	4230563.4	10507950
P12081	8214929	5233379.4	7348011	5833335	13401764	7018535	9742486	10952236	15629675	9747337	3014023.2	14844279	5194523	11641833	3622851	4891241	12503559	10856763	9946504	13770334	12922785	10075191.2	9262171	12902125	983795	7150908	6530746.7	11168567	14152945	9912790	9151723	14753234	10872397	7476129	10156832	3576635.7	9609929	4897073	14474768	14080845	13348643	15056918	17235169	14594799	15135888	17664658	8102225	11530498	7305482	10607954	7603568	3967856	6806867	4107758	8748466	19789840	13320175	7007863.4	13177515	16310925	13991288	16288581	15128466	15484716	11816788.1	11946636	21094805	18979355	11430942	5637855	6587937	8528547	10138039	14106508	21634531	19090363	13186717	14204977	8309438	10728223	11421914	14961096	12919279	9885041	10837230	12186041	9021884	10457320	15014760.7	6683946	10953523.8	11270987
P12107	0	1795460	0	0	6424700	0	6866470	0	5261450	0	0	3856070	568562	0	0	1456690	0	0	0	6505250	2873140	0	4085540	15423700	9354610	1924980	0	0	1481790	0	6755970	5414360	4104860	3255360	6276780	3981340	1847760	5524250	9365440	0	7243060	0	6371070	0	3202710	0	0	4436950	0	6440570	2964450	0	5404770	0	4511150	0	0	1099100	4565550	4800290	0	0	7784560	7531870	5697000	797744	0	2345600	5462610	602017	7301200	9433750	3491300	11598000	8223290	0	7561600	3799140	0	7476950	2789090	6572160	2802650	3480880	2994010	608837	0	0	2520550	1242130	0	0
P12109	29316798	159151300	117173900	106490221	130205516	87155702	216623890	336273596	429248450	164415146	95649970	252373090	318776610	328068570	115038154.3	103559100	45594084	335446120	240312950	181825074	290881560	268145540	351454440	537970280	82956900	98916390	66788571	27280456	230031851	167753990	284524970	286379680	302647570	311465900	46144937	41818202	351680900	175490390	271473120	325179760	414721859	166266560	546672550	358841790	548669020	262928460	142663510	491791670	88100250	118426816	223621024	83521065	629457980	13726242	259853780	287961530	226050760	151351380	317432410	241736400	307355890	227573759	519439780	347431000	337522160	206330090	249999880	348317790	365009330	23672949	278622540	94619820	100952640	195153100	129865190	235724793	252966670	390336170	130035570	523446870	189223130	284087690	118129732	246761990	210718120	226767260	374467310	82192642	204797550	123255790	384918150	238102330
P12110	37862967	190658000	141050850	142781378	139645980	125989427	263834690	357029870	412036100	159024380	110669390	247933230	292260690	326419180	113142660	84830787	47526460	315840380	249344220	224061480	340051360	309793580	379539790	573247770	188632290	128473892	77487890	29829733	267865990	187524760	337671510	281171820	355930110	343236150	50725480	59021620	368312850	190159430	301987400	312446260	448964200	174032940	538387300	359827370	536893190	280650500	173030720	565033200	116990540	165478340	254037200	124169401	624474400	42409567	269176690	317600070	231707810	159061080	325994680	272205490	289266620	207113400	541064600	335459770	375554200	201625700	264064990	357586420	413163270	22157615	331815120	108717580	116406130	210403560	121437770	265852300	304600460	458215850	152131650	641810580	201879920	321686400	123343460	250305240	229082810	234148008	396928270	99050070	233722810	145531880	454512160	278862880
P12111	58523340	319762600	256965200	149795300	213869590	208252390	479954100	708617800	622710380	275201540	203762850	461527200	610296100	545320700	196371100	165331900	90007640	572293300	402123500	380268700	569845100	550509600	555262320	977486800	226996300	184801280	86614420	63789100	460009000	346264800	566147400	468856400	590904600	618480400	81302750	80615320	658271300	355556700	521850100	541536300	798378200	270302400	896534000	608466700	1007500000	480111700	277241000	995818900	183373800	239301900	432891300	152015490	1138324700	70392577	440420200	523585300	391986600	308397200	593402300	416839900	530292300	324423200	934777300	628499800	589383600	348980900	435821800	614646100	678127800	45307140	539855000	183738530	177273750	336534020	200983320	415633500	464647300	778434200	286147400	1023519400	354548600	542437700	207229600	416851300	366943700	469066800	754022400	183059400	382992700	249053500	802252600	469968600
P12235	518393	394002	1246651	682348	1377738	1264838	1487309	874310	465490	313167	62412.1	365600	890652	1058918	178106	372705	854191	1629823	375381	1196137	429136	360445	1074019	2456252	0	375676	1410427.5	0	1611134	749334	567392	1662620	1580588	1043292	568780.5	170860	1309355	1058223	407329	1692626	571586	378873	2263551	2460256	1682316	1309339	2153241	2090696	227172	368060	520503	709526	895781	0	0	557262	555630	0	1431364	1940144	718023	928874	2139487	3120050	1300822	571204	1346470	1691596	1925649	199014	1676381	510953	448098	1199673	1964851	495472	1590103	2005414	0	1162548	2281636	2447490	1255080	1322746	1296965	0	830314	552269	1801360	504536	1073933	1567200
P12236	10396650	4922330	7399090	10869210	10554760	14858220	5347210	9268190	8026730	4216920	2313320	5000260	6681650	7076890	3060965	3488293	6851280	5805250	5909990	7275350	7517470	3705020	5814960	12800150	0	10071810	19620620	3429990	11215540	5070370	8756040	10952500	6169950	4470970	7915610	2070453	10569200	6719180	6930970	9743130	11428090	6785060	8806050	10333060	8297020	6676790	5272260	8932900	7158830	6292520	8182040	12468240	11026050	13846300	5113990	9938310	9874170	2198700	6831140	10842360	6333430	6228480	11345640	11898360	5951900	4765380	7461448	9613490	6158630	3422914	6265670	7160910	7946300	10358950	19770940	11167790	13400450	14423360	6536180	7811090	9534810	13564800	3734580	6366940	10298420	6278720	11174120	5396300	9625500	5498040	4845480	6459090
P12268	13432479	7991531	13565421	13211303	20476905	14325942	16711559	15492993	29277472	14632110	4138909.4	16868632	8799851	15327647	3548282	3784470.4	15427050	14265358	9419415	25628905	14110681	12425363	12372229	22824440	5912600	12779820	12619860	19931735	28230022	14554260	17666990	20400142	14492120	7809737	15684836	2919697	16539157	9902544.9	23038734	20048993	18068476	20863805	27519999	16121166	19223416	18713122	5657364	19330759	17052012	15108185	16785899	12961653	14851533	5574160	5470148	29445499	26250738	6523292	15268531	18061527	12610961	14274020	19201526	22989811	7513247	13715759	29275889	22384247	14465228	7864867	12402047	15094488	17251924	21381568	37325512	28329332	21257797	24088338	15691183.1	18431475	26133101	14613206	14401551	14051990	20324872	19038326	16441258	12223746	12015096	8675523.4	12481201	20808673
P12270	6409179	7885737	12060476	12105834	22975371	14485923	20513031	18438747	28520495	16357906	3829857	11586400	10023284	12171353	5064135	3150482	12756115	14440674	12293490	27760585	16086604	13824257	16435751	31104640	7494351	15271677	8999141	14410423	23197431	14601475	25081395	21654390	13823197	15075150	15430308	3477176.4	21004636	8851676	25163360	19220071	25816114	14794154	25989394	15060263	19058038	19457040	13086688	31424890	16576840	13507863	17625023	9379647	13898094	2402020	16165610	23654450	20437979	9486428	11593252	18414907	11309743	14218696	29197260	28055520	15509815	10590518	19108642	17712287	12427475	4782659.6	16339957	13637688	19886095	26530091	36895269	17222595	21759343	24761780	10007236	24780537	23740130	22634890	13403234	11003790	24139323	15154553	14212689	7018762	13554760	8071499	8124302	22116483
P12273	1001721.7	384354	882831.5	0	804895	2593350	140464	0	0	0	93164.1	0	316616	1368429	513630	190702	3469324	0	717108	1462721	0	0	1872804.4	0	0	2565619.4	1346100	1144226	2575989	1397224	0	0	0	0	1658400	1642395	0	0	2187317	2053367	474453	1130386	4737860	105525	0	0	0	801482	587732	796167	5073997	0	0	0	0	306600	0	678570	2254995	1426507	0	0	0	0	747212	692801	1212790	1893991	1198200	2509607	0	1692599	1473332	934643	2066352	599833	7621918	2583649	4973514	159599	2484781	0	0	430891	0	682162	0	590290	1333947	454400	1065970	58464.2
P12277	1837559.7	8149183	12405203	7181582	19686794	20595072	17558871.4	12584866	13640600.5	8196622	5177025	5078169	33747071.6	17873496	3626041.1	2814232.4	4007158	24360936	7285362.2	11761402.3	17767615.2	21791467	12962381.91	15817135.7	0	10240899	9963563	1602779.9	5594270.7	8054874.5	15960206.4	17430942.3	14976123.1	16112410.8	4508345.7	947914.6	17524939.6	12771514	24671456	22384631.7	9606683.2	13587535.4	26337994.9	30628733.1	44693912	13069885	7291267	29072780	712092.1	9438499.2	9627235.1	9728452.4	67031577	0	3633160	10681350	3220095.7	4696061	30941980	13420941	12909241.58	7718154.4	33079385.2	32155925	28671422.8	6570835.5	16744867	13749756.1	18088770	844362	30023653	11946795	8643354.2	13224980	16938825	1869837	11036947	36190205.2	3328001	30154944	4582444.6	21010449.8	6295822.3	19470108.1	7836640	8276847.2	12735758.8	7781388.6	17180957	6270065	54739004	13702941
P12429	1116486	597100	4386202	75929.7	2426897	1029906	2551422	2253168.3	3089814	2120981.1	117358.5	2454139	1048150	784605	210997	1562012	1762751.3	1441626.3	1548319	1918200	4880696	2685798.2	1149478.2	2673215	0	1640773	425126	1745862	3115492	1999672	1643221	3448912.8	3219615.1	1458359	1494024.1	2107570	1395943	1251245	1385641	1248059	2320330	2595196	3944247	3227127	1580737	2199127.4	2117398	4345825	3436741	1761416.7	1051041	885553	1569030	0	0	5427390	6159989	3243909	862263	2349237	1497876	2422142	2284423	1173050	2403389	1727066	3745873	2490358	933127	1723659	1211425	3381013	1303006	3650760	6192736	2320546	3109583	2966194	27236990	3443474	2025881	3273380	1801922	1125220	2078173	3059591	1664900	1086910.2	2589884.8	1413525	2248693.2	3532717
P12694	6675512.3	5435569.9	4754199.5	4608322	8685580.7	5635895	9157446	9469891	12743680	5107058	1643982.4	5126076.2	6260071.1	8421204	3578680.3	2934124.9	5840114	8178858	8780900	9872853	8621082	7708299.9	10629203	18296384	4010300	6748229.7	3619972	4288833	10562518	7725224.5	8050718	9364406	7228997	10034649.2	6875431.2	1599277.7	9762374.7	4855418	10154478	9263239	11962357	8682933	16918094	7543433	11052504.4	7715476	7740922.9	14832699.1	6123309.9	7032558	8969484	641464.2	7499752	2072794	9818432	8328603	12814864	4062293.8	8220391	7454078.4	7523459	8214731	14878518	14084826	8456510	6857240	11461043	10504066	8590376	4425853	3602250.6	5398772.6	6329486.66	9038619	12481915	9500866	12669718	13579599	5895258.2	10478528	11336411	12170248	7020528	7934489	7413605.3	8459475	10756515	4408325	11181360	5055737.2	7760076	9215829
P12724	322148	0	836870.7	1021228	351595	5332171	4550337.1	645402	4593240	3738470	273618	849231.9	553383	503503	0	224255	274415	1214230	0	4130500	2688376.1	5387104.9	0	702146	3217470	4196869.6	2251077	2982200	17686198	7091456.3	4529070	3820350	6289645	3295358	1871655	1805712	564728	824942.3	9080090	6956308	0	5498239.6	5712812	1568626.2	7064276	0	1122605.1	12676601.2	3085640	27396690.4	17766446	0	0	0	0	8917235	19537540	6050616	0	4352310	329340	2504237	1627560	523713	3491280	497269	6355262.8	4861330	0	1918033	2535147	1569162	3326646	11720560	3795082	14057200	8800272	784184	26066615	5009790	4517614	6150087	0	0	484802	2789220.2	3735140	367126.11	4817948	5400034	52947.6	3141080
P12758	5011767	8004333.3	5465488	3610987	1494445.5	5219709.6	1432839.1	3770071	7950482	5412678.6	3343212	3778948	3821261.4	1329866.9	2338536	3443198	4278689	4372645.7	4521444	4133222	5338928	1933820	5578428	8682950	5379460	2935259	902803	659464	1219235.5	4452778.9	3931544	981021.4	3367672.9	4011242.6	1987036.8	1679693	1012877	2548974	5543807.5	3347331	3137945	2505250	5914193.8	2096071	4515170	3773359.9	26138685	24960910	6894660	10826109	9969065	8156780	13507701	730966	9269981	10203895	11352151	10553213	10782380	15333525	4606315	9219438	10355168	13824535	11018001	11079694	11923244	12153961	14090417	0	0	0	0	0	0	0	0	0	0	324166	0	0	0	12002.8	0	0	0	0	28612.1	0	0	0
P12814	41843244	48484763	62323952	52640648	95027222	63297084	73452671	94632230	125609800	43441082	24773720.9	52711229	58214276	71822001	18782676	18524213	58387999	85248974	55958435	95554810	74101624	70853507	66389795	117933940	54626550	60562323	59361400	61965305	113335885	79277452	100210203	95547216	95752530	53363010	46878585	18874967	94142950	48050371	106216930	97635044	66677277	72090692	98084685	78179002	123916615	98247848	52272233	114025123	51903324	84759195	83748579	44953990	113301910	18221660	79121210	110019140	106453416	33981431	66386573	78822326	73969317	66394108	112666478	107599050	70878148	55012887	114927020	99740171	75380678	28114171	96655070	61871297	74420971	94716734	120860060	115832471	111182235	135964290	87099904	125840450	55074179	129263240	44902803	80633232	79141319	108573104	97311030	57834547	74311503	37786305	76531490	85314114
